id,hotel_name,hotel_description,star_classification,auto_confirmation,triggers,hotel_classification,longitude,latitude,provider,hotel_address,trip_advisor_link,hotel_image,country,city,micro_location,hotel_status,start_date,end_date,vendor_id,updated_by,created_at,updated_at,additional_data_1,markup,sub_description,deleted_at,temp_column
182,Fairway Colombo,"<p>Fairway Colombo is conveniently located in Colombo, just 700 metres from Khan Clock Tower and 2.4 km from the U.S. Embassy. The hotel offers a restaurant and complimentary WiFi throughout. Each air-conditioned room is equipped with a flat-screen TV and a kettle for added convenience. R Premadasa Stadium is 3.2 km away, while Asiri Surgical Hospital is 6 km from the property. Bandaranaike International Airport is located 27 km from the hotel.</p>",4,0,0,4,79.8672301,6.8511635,1,"NO.07, HOSPITAL STREET, 01, Colombo, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g293962-d10750243-Reviews-FAIRWAY_COLOMBO-Colombo_Western_Province.html,"https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/FaRUncR4ms4wl6veug8hXdhjOk1CVHoJHFsbmKe9.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/RGHpGV74D5LKVCD8VwBl5V9adWWdpBA5eKw1yRom.png",LK,Colombo,Colombo,1,2024-10-11,2025-04-30,318,934,2024-10-08 00:00:00,2024-10-11 05:20:58,USD,18,"Fairway Colombo: A chic hotel in Colombo's downtown, boasting stylish rooms, dining options, and prime location.",,
183,Grand Tamarind Lake,"<p>Grand Tamarind Lake is a luxurious hotel in Kataragama, offering stunning lake views and modern amenities. With an outdoor swimming pool, a restaurant, and a bar, guests can enjoy a relaxing stay just 2.7 km from Ruhunu Maha Kataragama Devalaya. Each room features air conditioning, a flat-screen TV, and a private bathroom with complimentary toiletries. The hotel provides free private parking, a shared lounge, and a 24-hour front desk. Guests can start their day with a continental or buffet breakfast, and the hotel is conveniently located near Yala National Park, just 2.5 km away.</p>",5,0,500,4,81.3239926,6.4146536,1,"Kandasuridugama Raja Mawatha, Kataragama, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g1188994-d8715703-Reviews-Grand_Tamarind_Lake-Kataragama_Uva_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/M1M2udr3mtbDapl6B5SJ9RfVU3L5qSIpnS1Xts4M.png,LK,Kataragama,Kataragama,1,2024-12-20,2025-04-30,319,792,2024-10-08 00:00:00,2024-12-20 09:07:46,USD,18,"Grand Tamarind Lake overlooks Weerawila Lake, offering elegant rooms with modern amenities, infinity pool, and serene surroundings.",,
185,South Lake Resort Ahangama,"<p>South Lake Resort, located in Koggala, is ideally situated just a 15-minute drive from Unawatuna and 30 minutes from Galle, making it a perfect retreat near popular tourist destinations. Positioned on the main Galle-Matara Road and adjacent to Koggala Lake, the resort boasts its own private beach with bar and lounging facilities. Accommodations include 20 luxury air-conditioned chalets surrounding a large pond, along with 4 chalets overlooking the swimming pool, each featuring private balconies. The spacious restaurant offers a diverse menu with buffet and à la carte options, complemented by a fully stocked bar and snack menu. Additionally, the resort has a banquet hall that can host 200-250 guests, making it an ideal venue for weddings and corporate events.</p>",3,0,0,,80.3368833,5.9835866,1,"Madol Duwa Rd, Ahangama, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g674590-d9466971-Reviews-South_Lake_Resort-Ahangama_Galle_District_Southern_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/IlixlqCVAAENd2pXt0iY5rOvwMA9YNaXfAtp9rwA.jpg,LK,Galle,Galle,1,2025-01-09,2025-04-30,321,792,2024-10-08 00:00:00,2025-01-09 09:52:57,USD,18,"Tranquil resort by Koggala Lake & Ahangama beaches. Well-appointed rooms, lake/garden views, seafood, pool, boat rides. Relaxation destination.",,
186,Club Waskaduwa Beach Resort And Spa,"<p>Club Waskaduwa Beach Resort &amp; Spa is a charming boutique beachfront property situated in Kalutara. Each room features a flat-screen TV with satellite channels, and some offer a cozy seating area where guests can enjoy tea with views of the pool or sea. All rooms come with a private bathroom equipped with a bathtub for added comfort. The resort is conveniently located 37 km from Colombo and 22.5 km from Bentota, with Bandaranaike International Airport just 62.8 km away.</p>",5,0,500,4,79.9456969,6.6162874,1,"211 Jayanthi Mawatha (Prallel Road), Waskaduwa, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g304136-d10628005-Reviews-Club_Waskaduwa_Beach_Resort_Spa-Kalutara_Western_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/s6D5ZfTtWD8YyfoCPfNEIAmf1q3ZBN3UhLF1ftji.png,LK,Bentota,Bentota,1,2024-10-11,2025-04-30,322,792,2024-10-08 00:00:00,2024-10-11 05:11:02,USD,18,"Club Waskaduwa: Luxurious beachfront resort with upscale rooms, ocean views, dining options, pool, and spa. Ideal beach getaway.",,
187,Hotel Kabalana,"Kabalana Hotel in Ahangama offers a serene beachfront escape, blending modern comfort with a laid-back atmosphere. Featuring elegantly designed rooms with stunning ocean views, the hotel is perfect for relaxation and rejuvenation. Guests can enjoy a range of amenities, including a refreshing outdoor pool, an on-site restaurant serving delicious local and international cuisine, and easy access to vibrant surf spots nearby. With its tranquil setting and attentive service, Kabalana Hotel provides an ideal retreat for travelers seeking both adventure and relaxation in Sri Lanka's beautiful coastal region.",2,0,0,4,80.34874409,5.981255888,1,"Hotel Kabalana Beach, A2, Ahangama",https://www.tripadvisor.com/Hotel_Review-g674590-d2038115-Reviews-Hotel_Kabalana-Ahangama_Galle_District_Southern_Province.html,https://kabalanahotel.com/wp-content/uploads/2022/11/DSC_2635-min.jpg,LK,Galle,Galle,1,2024-09-15,2025-09-15,323,,2024-10-08 00:00:00,2024-10-08 00:00:00,,18,"Kabalana Hotel, Ahangama: Discover a serene beachfront retreat at Kabalana Hotel, offering modern comfort, ocean views, and vibrant surf spots for a perfect blend of relaxation and adventure.",,
188,Jetwing Lake,"Jetwing Lake, nestled amidst lush greenery in Dambulla, offers a luxurious retreat that harmonizes with nature. Featuring spacious and elegantly designed rooms with stunning lake views, the hotel provides a serene atmosphere for relaxation. Guests can indulge in exquisite dining options showcasing local flavors, rejuvenate at the spa, or take a refreshing dip in the infinity pool. With its eco-friendly practices and proximity to cultural attractions like the Dambulla Cave Temple, Jetwing Lake serves as an ideal base for exploring Sri Lanka's rich heritage while enjoying a tranquil getaway.",5,0,500,4,80.64936675,7.846726969,1,"Wijaya Kumaratunga Mawatha, Dambulla 21100, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g304133-d10626289-Reviews-Jetwing_Lake-Dambulla_Central_Province.html,https://www.jetwinghotels.com/jetwinglake/wp-content/uploads/sites/8/2018/03/Gallery-Hotel-1200X810.jpg,LK,Dambulla,Dambulla,1,2024-09-15,2025-09-15,324,,2024-10-08 00:00:00,2024-10-08 00:00:00,,18,"Jetwing Lake, Dambulla: Experience a luxurious escape amidst nature at Jetwing Lake, where elegant rooms, lake views, and eco-friendly practices set the stage for exploring cultural gems like Dambulla Cave Temple",,
189,Mirage Kings Cottage,"<p>Mirage Kings Cottage, situated in the scenic hills of Nuwara Eliya, offers a cozy and charming retreat amidst lush greenery and stunning landscapes. The cottage features comfortable accommodations with a blend of modern comforts and traditional decor, providing a warm and inviting atmosphere for guests. Enjoy delicious meals at the on-site restaurant while taking in breathtaking views of the surrounding hills. With easy access to nearby attractions such as tea plantations and picturesque gardens, Mirage Kings Cottage is the perfect choice for travelers seeking a serene getaway in Sri Lanka's enchanting hill country.</p>",3,0,0,,80.7809093,6.9629078,1,"no 111 Havelock Drive, Nuwara Eliya, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g608524-d12194680-Reviews-Mirage_Kings_Cottage-Nuwara_Eliya_Central_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/nrLIKvX7RvOtpGvuvmrqDo8JiBzZEasH4hNGRIPd.png,LK,Nuwara Eliya,Nuwara Eliya,1,2025-01-09,2025-09-15,325,792,2024-10-08 00:00:00,2025-01-09 08:17:30,USD,18,"Luxurious boutique hotel in Nuwara Eliya surrounded by tea plantations, offering colonial charm and modern comforts.",,
190,Mandarina Colombo,"<p>Mandarina Colombo is a contemporary urban hotel located in the heart of Sri Lanka's vibrant commercial capital, offering a perfect blend of comfort and style. Featuring stylishly designed rooms equipped with modern amenities, guests can enjoy stunning views of the city or the Indian Ocean. The hotel boasts a rooftop pool, a well-equipped fitness center, and a variety of dining options that showcase both local and international cuisines. With its prime location, Mandarina Colombo provides easy access to popular attractions, shopping districts, and cultural sites, making it an ideal choice for both business and leisure travelers seeking a sophisticated experience in Colombo.</p>",4,0,0,,79.853611,6.900092,1,"433 Galle Rd, Colombo 00300, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g293962-d12002902-Reviews-Mandarina_Colombo-Colombo_Western_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/95UNuw7YJ2RrDGCfAbiRwkgM3VtkYA9lXthkYX8Q.png,LK,Colombo,Colombo,1,2025-01-08,2025-04-30,326,792,2024-10-08 00:00:00,2025-01-08 10:30:07,USD,18,"Mandarina Colombo offers modern rooms with city and ocean views, dining options, infinity pool, and fitness center.",,
191,NH Collection Colombo,"<p>Located in the heart of Colombo with shopping malls nearby and just 35 minutes from the airport, NH Collection Colombo offers 219 rooms and suites with floor to ceiling windows. The hotel boasts stunning views of the city and Indian ocean together with the famous Vistas rooftop bar, currently the coolest hang out in town and an infinity pool, perfect for all Instagram worthy pictures. Just five minutes away from Galle face and the glistening beach, this 24 Storey hotel offers guests an ideal for both business and leisure travelers.</p>",5,0,500,4,79.850666,6.911737,1,"433 Galle Rd, Colombo 00300, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g293962-d11953119-Reviews-Movenpick_Hotel_Colombo-Colombo_Western_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/snEEZqaFhPNTEX1ej1hNrap3s5athrQ7rAyQ3D9s.jpg,LK,Colombo,Colombo,1,2024-11-22,2025-04-30,327,792,2024-10-08 00:00:00,2024-11-22 09:04:16,USD,18,"NH Collection Colombo: Luxury hotel in Colombo with city-sea views, elegant rooms, dining, rooftop pool, and spa.",,
192,The Blue Wave Hotel Arugam Bay,"<p>The Blue Wave Hotel, Arugam Bay is located at close proximity to the world famous popular surfing spots which fills a major void for high end accommodation with 30 superior rooms, luxury suite with a private terrace to feel relaxed &amp; independent and interconnected family rooms to be connected with loved ones and many more fantastic facilities. This fascinating hotel comes equipped with a swimming pool, gym, entertainment facilities, free Wi-Fi and 24-hour service. The hotel also provides facilities for corporate functions, meetings and other special events. The Blue Wave Hotel promises to offer a unique blend of authenticity and luxuriousness.</p>",3,0,0,4,81.830049,6.844021,1,"The Blue Wave Hotel Road, Arugam Bay, Pottuvil 05, Arugam Bay 32500, Sri Lanka",https://www.tripadvisor.com/Restaurant_Review-g297897-d12387109-Reviews-Blue_Wave_Beach_Resort_Restaurant-Negombo_Western_Province.html,"https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/T4URiYwroR3RbaHbeWlDoXdsUD4S7qQAacTPkEtx.jpg,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/oF94XLAxgKmngmAiCyZkpWnMfMS3eSlQImC6hzrt.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/1aylpuut8CHX4bAHn1rU1mjx2J02Ndwj4Hqn9PKa.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/VSAvirjZY20Mv1gsELz0JXwdfZ6nYoVlEe6EQeeN.png",LK,Arugam Bay,Arugam Bay,1,2024-12-06,2025-04-30,328,792,2024-10-08 00:00:00,2024-12-06 09:29:51,USD,18,"The Blue Wave Hotel, Arugam Bay offers luxury accommodation near popular surfing spots with fantastic facilities.",,
193,Villa Hotel Trincomalee,"<p>A fabulous Boutique Hotel consisting of 16 luxurious rooms facing the magnificent Trincomalee Harbor which has been the envy of the world. We provide world class services and exclusive packages for our valuable guests. With our Sky View roof top terrace, bar and restaurant you can plan the perfect gathering, whether it be for a wedding, banquet, or even executive conference, we have it all. Welcome to Trincomalee Welcome to Paradise</p>",3,0,0,4,81.22225,8.57514,1,"22, Lower Road Orr'Shill, Trincomalee, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g424963-d6104294-Reviews-Villa_Hotel-Trincomalee_Eastern_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/iHNmK25z2lyDKlhI892IPt8DMZyS1S92yKhu2SCJ.jpg,LK,Trincomalee,Trincomalee,1,2024-10-11,2025-04-30,329,934,2024-10-08 00:00:00,2024-10-11 05:58:03,USD,18,"Trincomalee Boutique Hotel: Enjoy world-class service and stunning harbor views at this 16-room boutique hotel, featuring a rooftop terrace, bar, and restaurant, ideal for memorable events and gatherings.",,
194,Jetwing Colombo Seven,"Jetwing Colombo Seven is the epitome of urban luxury in the heart of metropolitan Colombo and is our home of Sri Lankan hospitality in the city. The property is home to 54 deluxe rooms, 16 super deluxe rooms and 21 service apartments with a modern minimalist ambience that is invitingly comfortable, in keeping with our legendary hospitality and equipped with every modern amenity. The hotel features a rooftop infinity pool, two distinct dining experiences for your culinary pleasures and a relaxing spa. Our main restaurant, 57, is known to serve mouthwatering, exquisite dishes, while high above the city, our rooftop restobar, Ward7, lets you indulge in the rising skyline of Colombo and its stunning sunsets, along with the finest in locally and globally inspired favourites. Being situated in the heart of the capital, Jetwing Colombo Seven is only a short distance from popular attractions such as Gangaramaya temple, the National Museum, Geoffrey Bawa’s house, Pettah Market, the Dutch Hospital Shopping Precinct, to name a few.",4,0,0,4,79.8702725,6.9164366,1,"57, Ward Place, Colombo 00700, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/8CuvNs7T1i4D4lBYSOswdUliHiaVOk3gm8PY0AWb.jpg,LK,Colombo,Colombo,1,2024-10-07,2025-04-30,330,792,2024-10-08 00:00:00,2024-10-08 00:00:00,,18,"Jetwing Colombo Seven offers urban luxury with 54 deluxe rooms, rooftop infinity pool, dining, and spa experiences.",,
195,The Ocean Colombo,"<p>Boasting spectacular ocean view from every guest room, The Ocean Colombo features modern and comfortable accommodations along Marine Drive. It offers free parking space on site and provides complimentary WiFi access in the entire property. At The Ocean Colombo, friendly staff at the 24-hour front desk can assist guests with luggage storage, laundry and car rental services. A business center is available, while meeting/banquet facilities can be arranged upon request. Overlooking the sea, the in-house restaurant serves a delectable spread of Sri Lankan cuisine. Meals can also be enjoyed in the privacy of guests’ rooms.</p>",3,0,0,4,79.8551962,6.8853104,1,"40 Melbourne Ave, Colombo 00400, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-g293962-d6887404-Reviews-The_Ocean_Colombo-Colombo_Western_Province.html,"https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/py7dxnXf8RMg1axIyXOniYfBdhD3ChNib669HHUF.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/jZwxmWlObqmT7dvJbMf7vTgFXl8cFbGeQYpUe3Zt.png",LK,Colombo,Colombo,1,2024-12-19,2025-04-30,331,792,2024-10-08 00:00:00,2024-12-19 05:19:07,USD,18,"Modern oceanfront hotel in Colombo city center with panoramic views, rooftop dining, and chic accommodations.",,
196,Mandara Rosen Kataragama,"<p>See why so many travelers make Mandara Rosen their hotel of choice when visiting Kataragama. Providing an ideal mix of value, comfort and convenience, it offers a charming setting with an array of amenities designed for travelers like you. As your “home away from home,” the hotel rooms offer a flat screen TV, a minibar, and air conditioning, and getting online is easy, with free internet access available. Guests have access to a 24 hour front desk, a concierge, and room service while staying at Mandara Rosen Hotel. In addition, Mandara Rosen offers a pool and free breakfast, which will help make your Kataragama trip additionally gratifying. And, as an added convenience, there is free parking available to guests. While staying at Mandara Rosen, visitors can check out Kataragama Temple (1.3 mi) and Sella Kataragama Temple (3.0 mi), some of Kataragama's top attractions. During your visit, be sure to check out a popular Kataragama Asian restaurants such as The Chill Restaurant, which is a short distance from Mandara Rosen. We’re sure you’ll enjoy your stay at Mandara Rosen as you experience all of the things Kataragama has to offer.</p>",4,0,0,4,81.326369,6.401206,1,"Mandara Rosen , No.57, Detagamuwa, Kataragama 91400",https://www.tripadvisor.com/Hotel_Review-g1188994-d1193372-Reviews-Mandara_Rosen-Kataragama_Uva_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/ILqRkr9H8DusNs5r96FfJmMP0o0YPxdvPzUwKs2Y.jpg,LK,Kataragama,Kataragama,1,2024-11-19,2025-04-30,332,934,2024-10-08 00:00:00,2024-11-19 04:53:01,USD,18,"Luxurious retreat in Kataragama, Mandara Rosen offers modern amenities, culinary experiences, and spiritual serenity.",,
197,Thambapanni Retreat,"<p>Tucked away in the tropical paradise of Unawatuna, Thambapanni Retreat offers a peaceful escape just steps from the golden sands and turquoise waters. This boutique hotel combines rustic charm with modern comforts, featuring cozy rooms and suites adorned with traditional Sri Lankan decor. Guests can dine on fresh, organic cuisine at the on-site restaurant, unwind by the pool surrounded by lush greenery, or rejuvenate with yoga and Ayurveda treatments. With its tranquil atmosphere and proximity to the beach, Thambapanni Retreat is an idyllic haven for relaxation and wellness.</p>",3,0,0,,80.2434,6.011,1,"Thambapanni Retreat, Yaddehimulla Road, Unawatuna, Sri Lanka",https://www.tripadvisor.com/Hotel_Review-s1-g644047-d664971-Reviews-Thambapanni_Retreat-Unawatuna_Galle_Southern_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/kxoNBpgPa7eQmGXutcZG3fwRW0zCum38UvZ0vxWr.png,LK,Yaddehimulla Road,Yaddehimulla Road,1,2025-01-11,2025-04-30,333,792,2024-10-08 00:00:00,2025-01-11 06:50:27,USD,18,"Thambapanni Retreat in Unawatuna offers rustic charm, modern comforts, organic dining, yoga, and Ayurveda treatments.",,
198,Elephas Resort Sigiriya,"<p>Nestled in the heart of Sri Lanka’s cultural triangle, Elephas Resort Sigiriya offers a serene retreat surrounded by lush greenery and wildlife. This eco-friendly resort features spacious rooms and suites, each elegantly designed with modern amenities and private balconies that offer stunning views of the natural surroundings. Guests can savor authentic Sri Lankan and international cuisine at the on-site restaurant, relax by the outdoor pool, or explore the nearby UNESCO World Heritage Site, Sigiriya Rock Fortress. With its tranquil setting and close proximity to historic landmarks, Elephas Resort Sigiriya provides an ideal base for cultural exploration and relaxation.</p>",3,0,0,,80.73473096,7.995263598,1,"No-47/B, Audangawa, Kibissa, Sigiriya",https://www.tripadvisor.co.za/Hotel_Review-g304141-d5113689-Reviews-Elephas_Resort-Sigiriya_Central_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/ZAnFLEAMpvC3PniDKuvdmVgdmfshkOKE5EBmybA9.jpg,LK,Dambulla,Dambulla,1,2025-05-01,2025-10-31,334,792,2024-10-08 00:00:00,2025-01-10 11:12:46,USD,18,"Elephas Resort Sigiriya, an eco-friendly retreat amidst Sri Lanka's cultural triangle, offers serene luxury and rich heritage.",,
200,Earl's Regent Negombo,"Earl's Regent Negombo, located just a 3-minute walk from Wellaweediya Beach, offers a delightful retreat with a blend of comfort and convenience. This 2-star hotel features beautifully appointed accommodations surrounded by lush gardens, complete with free private parking and a range of amenities, including an on-site restaurant and bar. Each room is equipped with air conditioning, a safety deposit box, and a flat-screen TV, with some rooms featuring private balconies for added luxury. Guests can savor a delicious continental or American breakfast, relax in the hotel’s private beach area, and enjoy the attentive service provided by the 24-hour front desk. Just a 17-minute stroll from Negombo Beach and 1.2 miles from St. Anthony's Church, Earl's Regent is also conveniently located 5 miles from Bandaranaike International Airport, making it an ideal choice for travelers seeking a memorable stay in Negombo.",2,0,0,4,79.83957667,7.22636633,1,"05 Carron Pl, Negombo 11500",https://www.tripadvisor.com/Hotel_Review-g3801283-d316956-Reviews-Earl_s_Regency_Hotel-Tennekumbura_Kandy_District_Central_Province.html,https://media-cdn.tripadvisor.com/media/photo-s/05/a9/ca/42/earl-s-regent-hotel.jpg,LK,Kandy,Kandy,1,2024-09-15,2025-09-15,336,,2024-10-08 00:00:00,2024-10-08 00:00:00,,18,"Earl's Regent, Negombo: Just steps from Wellaweediya Beach, Earl's Regent offers comfortable accommodations, lush gardens, and convenient amenities, making it a perfect base for exploring Negombo.",,
201,Coral Sands Hotel,"<p>Coral Sands Hotel, a family-friendly hotel that brings the best of Hikkaduwa to your doorstep. Coral Sands Hotel offers guests an array of room amenities including a flat screen TV and air conditioning, and getting online is possible, as free internet access is available. The hotel offers a concierge and room service, to make your visit even more pleasant. The property also features a pool and a lounge. Guests arriving by vehicle have access to free parking. Nearby landmarks such as Seenigama Muhudu Viharaya (1.5 mi) and Tsunami Honganji Vihara (2.3 mi) make Coral Sands Hotel a great place to stay when visiting Hikkaduwa. While in Hikkaduwa be sure to experience local shrimp favorites at Mamas Coral Beach Restaurant, J.L.H. Restaurant, or Tigri Beach Resturant. If you’re looking for things to do, you can check out Hikkaduwa Harbour, which is a popular marina amongst tourists. We’re sure you’ll enjoy your stay at Coral Sands Hotel as you experience everything Hikkaduwa has to offer.</p>",3,0,0,4,80.099687,6.136618,1,"326, Galle Road,, Hikkaduwa 20000",https://www.tripadvisor.com/Hotel_Review-g304134-d477930-Reviews-Coral_Sands_Hotel-Hikkaduwa_Galle_District_Southern_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/gkhBgCw3fQ9xpRc08B0Zpegv4yvaOmNTUsZYDvnT.png,LK,Hikkaduwa,Hikkaduwa,1,2024-10-11,2025-04-30,337,934,2024-10-08 00:00:00,2024-10-11 11:29:30,USD,18,"Seaside retreat in Hikkaduwa, Coral Sands Hotel offers serene escape with ocean views, traditional hospitality & modern amenities.",,
203,Sooriya Resort & Spa,"<p>Located in Tangalle, Sooriya Resort &amp; Spa comprises 36 deluxe/luxury rooms and suites that offer stunning 180-deg view of the sparkling Indian Ocean. With access to a secluded beach area, comes with an Ayurveda spa, fitness centre, outdoor pool and much more. A perfect venue for a relaxing, exhilarating &amp; exciting get-away. Conveniently located close to many must-see destinations - Yala National Park - for the richest &amp; most varied collection of wildlife in the country, known to have the densest leopard population anywhere in the world. A lounge bar, dining restaurant with views of the ocean, conference facilities, 24-hour front desk and security, free Wi-Fi, daily housekeeping, wheelchair friendly and is tastefully furnished.</p>",5,0,500,4,80.865728,6.048141,1,"Beach, Rekawa Road, Tangalle 82135",https://www.tripadvisor.com/Hotel_Review-g2260795-d12431181-Reviews-Sooriya_Resort_Spa-Rekawa_Netolpitiya_Tangalle_Southern_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/jVqzuqFyi6cqdO6TuxOZ9tuTTOUzesuRpvvKfdN9.jpg,LK,Tangalle,Tangalle,1,2024-10-14,2025-03-31,450,934,2024-10-08 00:00:00,2024-10-14 09:57:27,USD,18,"Sooriya Resort & Spa, Tangalle: A peaceful getaway with 180-degree ocean views, Sooriya Resort & Spa features a secluded beach, Ayurveda spa, and close proximity to attractions like Yala National Park.",,
204,Oak Ray Heritage,"<p>Oak Ray Heritage Hotel is an excellent choice for travelers visiting Kandy, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay. As your “home away from home,” the hotel rooms offer air conditioning and a fireplace, and getting online is easy, with free wifi available. Guests have access to a 24 hour front desk, 24 hour check-in, and express check-in and check-out while staying at Oak Ray Heritage Hotel. In addition, Oak Ray Heritage Hotel offers an on-site restaurant, which will help make your Kandy trip additionally gratifying. And, as an added convenience, there is free parking available to guests. Nearby landmarks such as Kandy View Point (0.2 mi) and Royal Palace of Kandy (0.3 mi) make Oak Ray Heritage Hotel a great place to stay when visiting Kandy.</p>",3,0,0,4,80.6386949,7.2890336,1,"67, 69 Rajapihilla Mawatha, Kandy",https://www.tripadvisor.com/Hotel_Review-g304138-d12717381-Reviews-Oak_Ray_Heritage_Hotel-Kandy_Kandy_District_Central_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/MJdTNpSxtT81ZMYFngKeQ7DzqZrO1ceSZYkxZvWe.jpg,LK,Kandy,Kandy,1,2024-12-03,2025-09-15,340,792,2024-10-08 00:00:00,2024-12-03 07:19:20,USD,18,Oakray Heritage in Kandy offers historical charm with modern comfort in a beautifully restored colonial building.,,
205,Oak Ray Ella Gap,"<p>Perched amidst the lush, misty hills of Ella, Oakray Ella Gap offers a serene escape in one of Sri Lanka's most picturesque regions. This charming hotel combines modern comfort with a warm, welcoming ambiance, making it a perfect retreat for travelers. Each room is designed to offer stunning views of the surrounding landscapes, allowing guests to wake up to the beauty of Ella’s rolling hills and tea plantations. The hotel’s restaurant serves a delightful mix of local and international cuisine, while the friendly staff ensure a memorable stay. With its convenient location near popular attractions like Ella Rock, Little Adam's Peak, and the Nine Arches Bridge, Oakray Ella Gap is an ideal base for exploring the natural wonders of the area.</p>",3,0,0,4,81.0495372,6.8727231,1,"Ella - Passara Rd, Ella 90000",https://www.tripadvisor.com/Hotel_Review-g616035-d5509764-Reviews-Ella_Gap_Hotel-Ella_Uva_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/sFP7ULfNljzEItM29oauDLG6f3kkrIQz6X3e4SLa.jpg,LK,Ella,Ella,1,2024-12-03,2025-04-30,341,792,2024-10-08 00:00:00,2024-12-03 06:41:05,USD,18,"Experience the charm of Oakray Ella Gap hotel in Ella, Sri Lanka, offering modern comfort amidst picturesque landscapes.",,
206,Oak Ray Elephant Lake,"<p>Oak Ray Elephant lake Resort aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year. The rooms offer a flat screen TV, air conditioning, and a kitchenette, and getting online is possible, as free internet access is available, allowing you to rest and refresh with ease. Oak Ray Elephant lake Resort features a 24 hour front desk, 24 hour check-in, and room service. In addition, as a valued Oak Ray Elephant lake Resort guest, you can enjoy a pool and free breakfast that are available on-site. Guests arriving by vehicle have access to free parking. ORay Elephant lake Resort puts the best of Habarana at your fingertips, making your stay both relaxing and enjoyable.</p>",3,0,0,4,80.7295333,7.9977132,1,"107 Mile post, Audangawa, Habarana",https://www.tripadvisor.com/Hotel_Review-g665220-d3230576-Reviews-Oak_Ray_Elephant_lake_Resort-Habarana_North_Central_Province.html,"https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/mw8JLPFhsB3LpVU9c3RLIcW8yMJvJegTNEftj3Ig.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/MeHmLrmJlq9kRmA4Jgi4jbv3HiovHUApi8Uarw7v.png,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/Y3fh121RabNlnm4JyqAC7d6hTqKaUjMVz9eaJeVQ.png",LK,Dambulla,Dambulla,1,2024-12-03,2025-04-30,342,792,2024-10-08 00:00:00,2024-12-03 08:38:27,USD,18,"Escape to Oakray Elephant Lake for a tranquil stay amidst nature, with traditional architecture and excellent service.",,
